event_type,fields
EFIX,R 186636063 186636347 285 1339.4 1303.5 3505
SSACC,R 186636348
ESACC,R 186636348 186636373 26 1352.1 1305.8 1588.8 1162.5 4.37 376
SFIX,R 186636374
EFIX,R 186636374 186636732 359 1593.3 1160.4 3355
SSACC,R 186636733
ESACC,R 186636733 186636799 67 1577.4 1164.9 1021.7 200.5 18.22 496
SFIX,R 186636800
EFIX,R 186636800 186637280 481 992.1 200.2 2932
SSACC,R 186637281
ESACC,R 186637281 186637351 71 977.9 200.9 1600.4 1143.6 18.51 482
SFIX,R 186637352
EFIX,R 186637352 186637937 586 1603.4 1152.3 3052
SSACC,R 186637938
ESACC,R 186637938 186637944 7 1611.9 1145.6 1602.3 1129.9 0.29 43
SFIX,R 186637945
EFIX,R 186637945 186637971 27 1604.3 1125.2 3259
SSACC,R 186637972
ESACC,R 186637972 186637977 6 1606.0 1138.8 1603.7 1160.9 0.35 56
SFIX,R 186637978
EFIX,R 186637978 186638364 387 1603.4 1139.7 3349
SSACC,R 186638365
ESACC,R 186638365 186638384 20 1600.5 1123.9 1541.1 1111.5 0.97 63
SFIX,R 186638385
EFIX,R 186638385 186638575 191 1523.5 1125.8 3541
SSACC,R 186638576
SBLINK,R 186638673
EBLINK,R 186638673 186639239 567
ESACC,R 186638576 186639320 745 1525.6 1137.4 1493.0 1021.2 1.92 723
SFIX,R 186639321
EFIX,R 186639321 186639816 496 1484.7 1078.6 3296
SSACC,R 186639817
ESACC,R 186639817 186639871 55 1483.8 1087.2 803.2 207.9 18.35 676
SFIX,R 186639872
EFIX,R 186639872 186640005 134 798.4 216.4 3334
SSACC,R 186640006
ESACC,R 186640006 186640017 12 792.1 220.3 807.8 184.6 0.67 75
SFIX,R 186640018
EFIX,R 186640018 186640700 683 775.1 197.5 2381
SSACC,R 186640701
ESACC,R 186640701 186640736 36 760.3 195.5 1089.7 689.4 10.05 500
SFIX,R 186640737
EFIX,R 186640737 186640872 136 1085.9 700.9 2148
SSACC,R 186640873
ESACC,R 186640873 186640882 10 1081.3 703.7 1076.8 740.1 0.61 71
SFIX,R 186640883
EFIX,R 186640883 186641688 806 1073.1 752.6 2607
SSACC,R 186641689
ESACC,R 186641689 186641718 30 1070.1 768.2 1237.6 1131.0 6.52 423
SFIX,R 186641719
EFIX,R 186641719 186641972 254 1245.1 1172.8 2804
SSACC,R 186641973
ESACC,R 186641973 186641984 12 1244.2 1170.5 1235.4 1124.7 0.74 70
SFIX,R 186641985
EFIX,R 186641985 186642194 210 1234.4 1138.6 2920
SSACC,R 186642195
SBLINK,R 186642214
EBLINK,R 186642214 186642380 167
ESACC,R 186642195 186642433 239 1242.2 1142.6 1261.9 1075.4 1.12 734
SFIX,R 186642434
EFIX,R 186642434 186642764 331 1252.6 1098.9 3201
SSACC,R 186642765
ESACC,R 186642765 186642793 29 1252.7 1105.8 1485.2 1216.0 4.13 298
SFIX,R 186642794
EFIX,R 186642794 186643450 657 1500.7 1210.7 3203
SSACC,R 186643451
ESACC,R 186643451 186643523 73 1502.1 1210.1 1144.6 164.8 18.02 519
SFIX,R 186643524
EFIX,R 186643524 186644293 770 1106.8 134.7 2567
SSACC,R 186644294
ESACC,R 186644294 186644325 32 1095.2 137.6 765.1 219.6 5.78 385
SFIX,R 186644326
EFIX,R 186644326 186644863 538 756.2 234.5 2479
SSACC,R 186644864
ESACC,R 186644864 186644879 16 762.0 235.9 767.9 230.0 0.14 43
SFIX,R 186644880
EFIX,R 186644880 186645115 236 761.0 247.2 2467
SSACC,R 186645116
ESACC,R 186645116 186645149 34 760.0 251.8 868.7 754.9 8.70 478
SFIX,R 186645150
EFIX,R 186645150 186645734 585 873.2 769.6 2814
SSACC,R 186645735
ESACC,R 186645735 186645782 48 875.4 784.5 648.3 949.5 4.65 136
SFIX,R 186645783
EFIX,R 186645783 186646301 519 610.2 918.7 3438
SSACC,R 186646302
ESACC,R 186646302 186646329 28 605.5 893.2 581.7 962.8 1.20 76
SFIX,R 186646330
EFIX,R 186646330 186646913 584 524.1 983.0 3389
SSACC,R 186646914
ESACC,R 186646914 186646975 62 541.6 997.4 61.4 341.2 13.22 356
SFIX,R 186646976
EFIX,R 186646976 186647563 588 52.9 316.8 2833
SSACC,R 186647564
ESACC,R 186647564 186647619 56 55.5 307.2 -272.3 462.1 5.65 165
SFIX,R 186647620
EFIX,R 186647620 186648766 1147 -296.1 448.1 2892
SSACC,R 186648767
ESACC,R 186648767 186648831 65 -280.6 389.5 642.8 174.7 15.09 409
SFIX,R 186648832
EFIX,R 186648832 186648987 156 645.2 171.0 3466
SSACC,R 186648988
ESACC,R 186648988 186649013 26 649.9 162.7 785.2 140.7 2.32 183
SFIX,R 186649014
EFIX,R 186649014 186649705 692 765.6 160.5 3204
SSACC,R 186649706
ESACC,R 186649706 186649720 15 771.9 238.4 805.1 258.6 0.66 53
SFIX,R 186649721
EFIX,R 186649721 186649946 226 800.1 263.2 2843
SSACC,R 186649947
ESACC,R 186649947 186649981 35 794.8 269.5 810.0 741.4 7.98 441
SFIX,R 186649982
EFIX,R 186649982 186650361 380 808.9 765.6 2934
SSACC,R 186650362
ESACC,R 186650362 186650399 38 804.6 762.7 792.2 1335.0 9.15 462
SFIX,R 186650400
EFIX,R 186650400 186650565 166 800.9 1343.8 2806
SSACC,R 186650566
ESACC,R 186650566 186650599 34 796.6 1347.1 979.7 1145.5 4.33 230
SFIX,R 186650600
EFIX,R 186650600 186650794 195 995.9 1139.5 2903
SSACC,R 186650795
ESACC,R 186650795 186650831 37 1000.2 1114.7 1648.5 1208.3 10.52 510
SFIX,R 186650832
EFIX,R 186650832 186650876 45 1667.0 1211.4 2890
SSACC,R 186650877
ESACC,R 186650877 186651032 156 1667.3 1212.5 1673.5 1208.9 0.11 182
SFIX,R 186651033
EFIX,R 186651033 186651137 105 1671.0 1201.4 3012
SSACC,R 186651138
SBLINK,R 186651166
EBLINK,R 186651166 186651194 29
ESACC,R 186651138 186651244 107 1671.4 1196.4 1545.6 1132.9 2.22 432
SFIX,R 186651245
EFIX,R 186651245 186651586 342 1534.4 1174.3 3218
SSACC,R 186651587
ESACC,R 186651587 186651615 29 1534.8 1175.7 1382.2 1148.0 2.49 121
SFIX,R 186651616
EFIX,R 186651616 186652029 414 1300.3 1139.4 3332
SSACC,R 186652030
ESACC,R 186652030 186652055 26 1299.6 1135.3 1263.4 1037.7 1.67 109
SFIX,R 186652056
EFIX,R 186652056 186652112 57 1221.5 1010.2 3426
SSACC,R 186652113
ESACC,R 186652113 186652144 32 1213.4 1006.6 1033.4 986.2 2.99 143
SFIX,R 186652145
EFIX,R 186652145 186652563 419 986.4 982.7 3382
SSACC,R 186652564
ESACC,R 186652564 186652589 26 986.8 981.8 810.1 1070.4 3.25 243
SFIX,R 186652590
EFIX,R 186652590 186652959 370 795.4 1081.5 3288
SSACC,R 186652960
SBLINK,R 186652978
EBLINK,R 186652978 186653103 126
ESACC,R 186652960 186653156 197 793.3 1088.7 1484.4 1155.5 11.27 484
SFIX,R 186653157
EFIX,R 186653157 186653363 207 1469.5 1183.7 3056
SSACC,R 186653364
ESACC,R 186653364 186653376 13 1473.5 1190.1 1517.2 1207.3 0.75 71
SFIX,R 186653377
EFIX,R 186653377 186653642 266 1541.8 1217.9 3044
SSACC,R 186653643
ESACC,R 186653643 186653701 59 1540.9 1206.1 808.7 172.4 20.70 710
SFIX,R 186653702
EFIX,R 186653702 186653896 195 797.6 176.9 2917
SSACC,R 186653897
ESACC,R 186653897 186653910 14 789.0 181.8 776.1 225.5 0.78 82
SFIX,R 186653911
EFIX,R 186653911 186654480 570 760.3 223.3 2605
SSACC,R 186654481
ESACC,R 186654481 186654497 17 761.3 185.6 778.7 164.0 0.47 62
SFIX,R 186654498
EFIX,R 186654498 186654691 194 767.0 165.3 3262
SSACC,R 186654692
ESACC,R 186654692 186654721 30 767.6 167.6 1167.0 255.9 6.95 462
SFIX,R 186654722
EFIX,R 186654722 186655949 1228 1184.6 339.8 2991
SSACC,R 186655950
ESACC,R 186655950 186656030 81 1189.7 374.5 1899.4 852.8 13.95 237
SFIX,R 186656031
EFIX,R 186656031 186656553 523 1911.8 882.7 2437
SSACC,R 186656554
SBLINK,R 186656564
EBLINK,R 186656564 186657202 639
ESACC,R 186656554 186657328 775 2090.7 1225.7 1906.4 838.4 6.61 803
SFIX,R 186657329
EFIX,R 186657329 186657577 249 1909.0 822.7 3137
SSACC,R 186657578
ESACC,R 186657578 186657658 81 1917.3 829.1 1768.3 22.8 13.35 298
SFIX,R 186657659
EFIX,R 186657659 186658307 649 1764.9 8.1 2420
SSACC,R 186658308
ESACC,R 186658308 186658350 43 1761.1 -2.7 1409.3 751.1 13.76 596
SFIX,R 186658351
EFIX,R 186658351 186661520 3170 1406.5 766.3 2535
SSACC,R 186661521
ESACC,R 186661521 186661537 17 1407.4 763.7 1446.6 722.0 0.95 73
SFIX,R 186661538
EFIX,R 186661538 186661574 37 1494.5 686.7 2514
SSACC,R 186661575
SBLINK,R 186661597
EBLINK,R 186661597 186661777 181
ESACC,R 186661575 186661810 236 1552.2 661.4 1672.0 507.4 3.22 1358
SFIX,R 186661811
EFIX,R 186661811 186662252 442 1649.8 556.1 2264
SSACC,R 186662253
ESACC,R 186662253 186662332 80 1644.8 556.6 804.9 299.0 14.64 270
SFIX,R 186662333
EFIX,R 186662333 186662476 144 796.5 292.4 2599
SSACC,R 186662477
ESACC,R 186662477 186662494 18 788.3 289.4 803.0 226.2 1.11 91
SFIX,R 186662495
EFIX,R 186662495 186662928 434 786.9 224.7 2415
SSACC,R 186662929
ESACC,R 186662929 186662958 30 782.8 223.8 800.7 542.5 5.44 346
SFIX,R 186662959
EFIX,R 186662959 186663368 410 792.3 555.3 2501
SSACC,R 186663369
ESACC,R 186663369 186663438 70 787.9 554.9 1494.9 867.8 12.84 276
SFIX,R 186663439
EFIX,R 186663439 186663750 312 1498.7 864.3 2693
SSACC,R 186663751
ESACC,R 186663751 186663826 76 1492.6 853.3 490.6 916.3 16.42 346
SFIX,R 186663827
EFIX,R 186663827 186664722 896 470.7 901.6 3517
SSACC,R 186664723
ESACC,R 186664723 186664812 90 448.0 912.6 445.0 927.8 0.25 306
SFIX,R 186664813
EFIX,R 186664813 186665010 198 440.8 883.2 3656
SSACC,R 186665011
SBLINK,R 186665120
EBLINK,R 186665120 186665275 156
ESACC,R 186665011 186665286 276 434.7 903.6 537.3 683.8 3.99 168
SFIX,R 186665287
EFIX,R 186665287 186665427 141 540.7 667.5 3032
SSACC,R 186665428
ESACC,R 186665428 186665515 88 547.5 651.2 91.2 367.4 8.81 258
SFIX,R 186665516
EFIX,R 186665516 186665541 26 84.2 362.9 1851
SSACC,R 186665542
ESACC,R 186665542 186665723 182 77.7 364.3 -30.4 943.3 9.50 1392
SFIX,R 186665724
EFIX,R 186665724 186665846 123 -48.6 959.7 2860
SSACC,R 186665847
ESACC,R 186665847 186665887 41 -45.1 939.8 -31.9 915.4 0.43 96
SFIX,R 186665888
EFIX,R 186665888 186666347 460 -38.9 979.4 2928
SSACC,R 186666348
ESACC,R 186666348 186666416 69 6.7 971.2 -220.3 541.3 7.66 190
SFIX,R 186666417
EFIX,R 186666417 186669714 3298 -224.3 537.8 2828
SSACC,R 186669715
ESACC,R 186669715 186669790 76 -248.3 555.4 -3.1 1293.8 12.02 244
SFIX,R 186669791
EFIX,R 186669791 186669856 66 -0.6 1285.1 3182
SSACC,R 186669857
SBLINK,R 186670133
EBLINK,R 186670133 186670446 314
ESACC,R 186669857 186670523 667 -1.9 1289.7 503.3 1527.4 8.52 756
SFIX,R 186670524
EFIX,R 186670524 186671043 520 499.7 1496.8 3905
SSACC,R 186671044
SBLINK,R 186671094
EBLINK,R 186671094 186671393 300
ESACC,R 186671044 186671524 481 477.0 1530.9 1599.1 882.2 20.39 338
SFIX,R 186671525
EFIX,R 186671525 186671679 155 1577.1 949.0 3705
SSACC,R 186671680
ESACC,R 186671680 186671704 25 1572.9 950.0 1516.6 1126.6 2.95 252
SFIX,R 186671705
EFIX,R 186671705 186672414 710 1503.2 1116.0 3877
SSACC,R 186672415
SBLINK,R 186672527
EBLINK,R 186672527 186672675 149
ESACC,R 186672415 186672684 270 1482.9 1112.0 742.5 1895.5 16.27 413
SFIX,R 186672685
EFIX,R 186672685 186672717 33 813.9 1662.5 1784
SSACC,R 186672718
ESACC,R 186672718 186672741 24 809.7 1715.4 989.9 1687.9 2.83 405
SFIX,R 186672742
EFIX,R 186672742 186672804 63 970.7 1759.8 3178
SSACC,R 186672805
ESACC,R 186672805 186672887 83 968.6 1839.0 680.9 1828.6 4.39 317
SFIX,R 186672888
EFIX,R 186672888 186672911 24 662.7 1867.7 3709
SSACC,R 186672912
SBLINK,R 186672922
EBLINK,R 186672922 186673704 783
ESACC,R 186672912 186673959 1048 1200.1 1525.6 1503.7 1034.1 8.97 712
SFIX,R 186673960
EFIX,R 186673960 186674793 834 1490.7 1126.2 3563
SSACC,R 186674794
ESACC,R 186674794 186674864 71 1485.6 1132.4 2072.3 880.9 9.95 219
SFIX,R 186674865
EFIX,R 186674865 186675008 144 2064.4 915.0 3195
SSACC,R 186675009
ESACC,R 186675009 186675050 42 2059.8 936.2 1572.3 1117.5 8.08 372
SFIX,R 186675051
EFIX,R 186675051 186675230 180 1559.0 1126.5 3362
SSACC,R 186675231
SBLINK,R 186675247
EBLINK,R 186675247 186675477 231
ESACC,R 186675231 186675524 294 1563.0 1130.8 1787.2 1557.2 7.29 234
SFIX,R 186675525
EFIX,R 186675525 186675972 448 1794.1 1391.0 3137
SSACC,R 186675973
ESACC,R 186675973 186676002 30 1790.2 1372.9 1621.9 1091.4 5.05 337
SFIX,R 186676003
EFIX,R 186676003 186676527 525 1605.4 1142.0 3433
SSACC,R 186676528
ESACC,R 186676528 186676546 19 1604.2 1160.3 1527.9 1134.3 1.28 89
SFIX,R 186676547
EFIX,R 186676547 186677464 918 1505.5 1134.8 3318
SSACC,R 186677465
ESACC,R 186677465 186677507 43 1498.8 1141.3 1816.8 1120.1 5.02 154
SFIX,R 186677508
EFIX,R 186677508 186678230 723 1862.0 1138.3 2966
SSACC,R 186678231
SBLINK,R 186678255
EBLINK,R 186678255 186678493 239
ESACC,R 186678231 186678506 276 1862.2 1137.7 2128.5 1940.2 11.99 177
SFIX,R 186678507
EFIX,R 186678507 186678632 126 2123.4 1808.3 2417
SSACC,R 186678633
ESACC,R 186678633 186678643 11 2116.3 1765.2 2122.7 1726.7 0.53 57
SFIX,R 186678644
EFIX,R 186678644 186678684 41 2125.7 1712.2 2518
SSACC,R 186678685
ESACC,R 186678685 186678762 78 2128.4 1711.1 905.9 443.1 26.96 766
SFIX,R 186678763
EFIX,R 186678763 186679272 510 919.4 477.1 2811
SSACC,R 186679273
ESACC,R 186679273 186679345 73 920.1 481.5 171.9 632.3 12.60 261
SFIX,R 186679346
EFIX,R 186679346 186679484 139 176.7 601.3 3284
SSACC,R 186679485
SBLINK,R 186679583
EBLINK,R 186679583 186679679 97
ESACC,R 186679485 186679740 256 187.7 582.7 968.4 847.3 13.53 583
SFIX,R 186679741
EFIX,R 186679741 186679974 234 977.3 888.4 3788
SSACC,R 186679975
ESACC,R 186679975 186679990 16 957.8 921.7 966.7 864.8 0.95 107
SFIX,R 186679991
EFIX,R 186679991 186680185 195 961.5 911.9 3729
SSACC,R 186680186
SBLINK,R 186680196
EBLINK,R 186680196 186681121 926
ESACC,R 186680186 186681133 948 615.1 860.6 605.2 860.9 0.16 82
SFIX,R 186681134
EFIX,R 186681134 186681890 757 520.6 751.9 3573
SSACC,R 186681891
ESACC,R 186681891 186681930 40 524.5 761.7 804.5 213.1 10.37 545
SFIX,R 186681931
EFIX,R 186681931 186682840 910 789.1 210.6 3130
SSACC,R 186682841
ESACC,R 186682841 186682878 38 758.6 208.0 756.6 770.1 9.49 439
SFIX,R 186682879
EFIX,R 186682879 186683564 686 764.2 833.6 3087
SSACC,R 186683565
ESACC,R 186683565 186683587 23 779.5 861.7 828.9 792.3 1.41 74
SFIX,R 186683588
EFIX,R 186683588 186683932 345 855.8 765.3 2896
SSACC,R 186683933
SBLINK,R 186683953
EBLINK,R 186683953 186684086 134
ESACC,R 186683933 186684127 195 855.1 777.9 829.3 759.0 0.54 789
SFIX,R 186684128
EFIX,R 186684128 186684393 266 811.4 786.1 2784
SSACC,R 186684394
SBLINK,R 186684413
EBLINK,R 186684413 186684523 111
ESACC,R 186684394 186684572 179 807.8 791.6 812.2 833.1 0.69 655
SFIX,R 186684573
EFIX,R 186684573 186685127 555 805.3 837.7 3042
SSACC,R 186685128
ESACC,R 186685128 186685202 75 811.6 816.9 890.7 687.6 2.53 234
SFIX,R 186685203
EFIX,R 186685203 186685228 26 879.2 678.1 3524
SSACC,R 186685229
SBLINK,R 186685285
EBLINK,R 186685285 186685871 587
ESACC,R 186685229 186685933 705 881.0 682.1 151.7 287.1 13.71 230
SFIX,R 186685934
EFIX,R 186685934 186686000 67 101.2 358.5 3422
SSACC,R 186686001
ESACC,R 186686001 186686106 106 94.0 369.3 111.2 317.9 0.90 168
SFIX,R 186686107
EFIX,R 186686107 186686300 194 96.4 343.9 3320
SSACC,R 186686301
ESACC,R 186686301 186686318 18 139.4 273.4 137.6 223.8 0.83 82
SFIX,R 186686319
EFIX,R 186686319 186686404 86 146.3 182.2 2803
SSACC,R 186686405
ESACC,R 186686405 186686448 44 141.4 173.7 727.6 142.9 9.70 498
SFIX,R 186686449
EFIX,R 186686449 186686610 162 724.8 155.3 3117
SSACC,R 186686611
ESACC,R 186686611 186686632 22 720.6 160.3 807.9 196.9 1.61 152
SFIX,R 186686633
EFIX,R 186686633 186687414 782 771.7 191.0 2740
SSACC,R 186687415
ESACC,R 186687415 186687446 32 764.7 177.3 836.1 463.6 5.04 491
SFIX,R 186687447
EFIX,R 186687447 186687961 515 842.3 473.0 2906
SSACC,R 186687962
ESACC,R 186687962 186688072 111 833.7 453.3 839.8 465.3 0.23 74
SFIX,R 186688073
EFIX,R 186688073 186688143 71 837.9 468.9 2833
SSACC,R 186688144
SBLINK,R 186688154
EBLINK,R 186688154 186688154 1
ESACC,R 186688144 186688163 20 833.7 453.3 839.8 465.3 0.23 0
SFIX,R 186688164
EFIX,R 186688164 186688200 37 841.2 470.3 2858
SSACC,R 186688201
ESACC,R 186688201 186688241 41 846.9 486.0 812.9 481.7 0.58 84
SFIX,R 186688242
EFIX,R 186688242 186688291 50 816.2 474.5 3001
SSACC,R 186688292
ESACC,R 186688292 186688314 23 803.8 492.4 763.3 540.3 1.06 98
SFIX,R 186688315
EFIX,R 186688315 186688390 76 763.0 556.5 3196
SSACC,R 186688391
SBLINK,R 186688412
EBLINK,R 186688412 186688861 450
ESACC,R 186688391 186688917 527 769.6 559.1 1601.4 1205.8 17.15 454
SFIX,R 186688918
EFIX,R 186688918 186689156 239 1579.4 1167.7 3297
SSACC,R 186689157
SBLINK,R 186689172
EBLINK,R 186689172 186689367 196
ESACC,R 186689157 186689521 365 1569.2 1174.5 1830.8 1529.4 6.68 216
SFIX,R 186689522
EFIX,R 186689522 186689588 67 1836.9 1515.1 3171
SSACC,R 186689589
SBLINK,R 186689608
EBLINK,R 186689608 186689783 176
ESACC,R 186689589 186689883 295 1827.7 1524.7 2233.4 1082.5 8.87 440
SFIX,R 186689884
EFIX,R 186689884 186690084 201 2238.3 970.9 3127
SSACC,R 186690085
ESACC,R 186690085 186690135 51 2243.1 941.1 2148.3 375.6 9.01 371
SFIX,R 186690136
EFIX,R 186690136 186690158 23 2146.3 389.7 3240
SSACC,R 186690159
ESACC,R 186690159 186690177 19 2138.7 418.0 2135.5 456.8 0.63 75
SFIX,R 186690178
EFIX,R 186690178 186690810 633 2126.7 497.1 2967
SSACC,R 186690811
ESACC,R 186690811 186690858 48 2123.7 506.6 2364.3 897.4 7.08 421
SFIX,R 186690859
EFIX,R 186690859 186691166 308 2363.1 890.7 2886
SSACC,R 186691167
SBLINK,R 186691209
EBLINK,R 186691209 186691353 145
ESACC,R 186691167 186691410 244 2362.3 875.9 1514.3 563.2 13.92 623
SFIX,R 186691411
EFIX,R 186691411 186691984 574 1491.3 633.6 2836
SSACC,R 186691985
ESACC,R 186691985 186692021 37 1486.1 652.5 1800.8 790.5 5.57 316
SFIX,R 186692022
EFIX,R 186692022 186692480 459 1832.0 827.3 2492
SSACC,R 186692481
ESACC,R 186692481 186692503 23 1832.0 827.7 1879.5 663.0 2.77 217
SFIX,R 186692504
EFIX,R 186692504 186694077 1574 1871.1 627.3 2713
SSACC,R 186694078
ESACC,R 186694078 186694102 25 1875.7 627.7 1779.3 768.6 2.75 154
SFIX,R 186694103
EFIX,R 186694103 186694255 153 1777.0 791.4 2657
SSACC,R 186694256
ESACC,R 186694256 186694263 8 1783.8 793.4 1803.4 810.1 0.41 52
SFIX,R 186694264
EFIX,R 186694264 186694921 658 1812.2 814.3 2617
SSACC,R 186694922
ESACC,R 186694922 186694946 25 1814.4 794.0 1818.3 1006.3 3.39 266
SFIX,R 186694947
EFIX,R 186694947 186695781 835 1817.7 1007.4 2924
SSACC,R 186695782
ESACC,R 186695782 186695804 23 1816.0 1012.0 1729.7 1105.3 1.99 136
SFIX,R 186695805
EFIX,R 186695805 186696391 587 1712.0 1127.6 2976
SSACC,R 186696392
ESACC,R 186696392 186696409 18 1719.4 1124.2 1769.1 1078.3 1.06 76
SFIX,R 186696410
EFIX,R 186696410 186696430 21 1795.1 1069.8 2957
SSACC,R 186696431
ESACC,R 186696431 186696439 9 1823.7 1060.0 1874.2 1046.3 0.81 98
SFIX,R 186696440
EFIX,R 186696440 186696786 347 1899.4 1042.0 2935
SSACC,R 186696787
SBLINK,R 186696809
EBLINK,R 186696809 186697680 872
ESACC,R 186696787 186697756 970 1901.7 1033.9 1802.5 762.9 4.58 500
SFIX,R 186697757
EFIX,R 186697757 186698134 378 1776.0 771.9 2747
SSACC,R 186698135
ESACC,R 186698135 186698142 8 1772.5 771.4 1791.6 775.0 0.31 43
SFIX,R 186698143
EFIX,R 186698143 186698803 661 1804.9 804.7 3069
SSACC,R 186698804
ESACC,R 186698804 186698832 29 1807.9 831.0 1707.8 1075.5 4.20 273
SFIX,R 186698833
EFIX,R 186698833 186699379 547 1690.1 1103.0 2875
SSACC,R 186699380
ESACC,R 186699380 186699415 36 1691.3 1107.5 1273.5 1091.0 6.71 328
SFIX,R 186699416
EFIX,R 186699416 186699694 279 1261.4 1088.1 3161
SSACC,R 186699695
ESACC,R 186699695 186699710 16 1259.9 1088.5 1320.8 1111.6 1.06 92
SFIX,R 186699711
EFIX,R 186699711 186701165 1455 1325.3 1110.8 3159
SSACC,R 186701166
ESACC,R 186701166 186701207 42 1308.7 1092.3 1462.2 971.0 3.17 139
SFIX,R 186701208
EFIX,R 186701208 186701550 343 1453.5 941.2 3383
SSACC,R 186701551
ESACC,R 186701551 186701636 86 1472.5 916.8 419.5 815.6 17.28 302
SFIX,R 186701637
EFIX,R 186701637 186702038 402 352.6 779.8 3886
SSACC,R 186702039
ESACC,R 186702039 186702094 56 351.5 759.6 439.5 587.1 3.21 135
SFIX,R 186702095
EFIX,R 186702095 186702125 31 438.2 581.4 3758
SSACC,R 186702126
ESACC,R 186702126 186702265 140 445.0 578.3 329.8 829.0 4.55 175
SFIX,R 186702266
EFIX,R 186702266 186702298 33 326.9 820.4 4298
SSACC,R 186702299
ESACC,R 186702299 186702308 10 323.9 820.6 324.3 790.4 0.49 67
SFIX,R 186702309
EFIX,R 186702309 186702393 85 322.6 779.1 3978
SSACC,R 186702394
ESACC,R 186702394 186702445 52 323.3 824.3 -92.9 391.4 9.66 286
SFIX,R 186702446
EFIX,R 186702446 186702618 173 -124.2 367.4 3404
SSACC,R 186702619
ESACC,R 186702619 186702686 68 -102.9 350.7 -28.0 110.6 4.11 127
SFIX,R 186702687
EFIX,R 186702687 186702905 219 16.0 33.6 2482
SSACC,R 186702906
SBLINK,R 186702959
EBLINK,R 186702959 186703064 106
ESACC,R 186702906 186703116 211 43.4 7.6 668.6 626.4 14.50 1058
SFIX,R 186703117
EFIX,R 186703117 186703362 246 644.0 641.1 3265
SSACC,R 186703363
ESACC,R 186703363 186703460 98 688.7 696.9 1353.8 1194.5 13.58 209
SFIX,R 186703461
EFIX,R 186703461 186703690 230 1344.5 1189.8 3225
SSACC,R 186703691
ESACC,R 186703691 186703749 59 1347.5 1164.0 1359.1 1257.9 1.48 144
SFIX,R 186703750
EFIX,R 186703750 186704550 801 1344.6 1172.6 3577
SSACC,R 186704551
ESACC,R 186704551 186704664 114 1349.4 1195.2 1323.0 1201.7 0.44 324
SFIX,R 186704665
EFIX,R 186704665 186704699 35 1328.8 1182.2 4008
SSACC,R 186704700
SBLINK,R 186704741
EBLINK,R 186704741 186704880 140
ESACC,R 186704700 186704903 204 1334.3 1190.2 1560.4 1202.7 3.62 299
SFIX,R 186704904
EFIX,R 186704904 186704942 39 1568.7 1191.6 3833
SSACC,R 186704943
SBLINK,R 186704957
EBLINK,R 186704957 186705121 165
ESACC,R 186704943 186705214 272 1568.9 1205.7 1523.2 1138.1 1.28 477
SFIX,R 186705215
EFIX,R 186705215 186705406 192 1507.2 1118.5 3642
SSACC,R 186705407
SBLINK,R 186705849
EBLINK,R 186705849 186706192 344
ESACC,R 186705407 186706241 835 1515.7 1157.3 1093.8 423.0 13.86 863
SFIX,R 186706242
EFIX,R 186706242 186706464 223 1075.9 486.9 2912
SSACC,R 186706465
ESACC,R 186706465 186706554 90 1071.3 510.1 1484.9 1108.3 11.94 789
SFIX,R 186706555
EFIX,R 186706555 186707086 532 1491.1 1152.8 2997
SSACC,R 186707087
ESACC,R 186707087 186707097 11 1500.1 1131.4 1523.4 1100.3 0.62 68
SFIX,R 186707098
EFIX,R 186707098 186707701 604 1522.4 1101.0 3313
SSACC,R 186707702
ESACC,R 186707702 186707713 12 1521.7 1103.5 1550.6 1120.6 0.54 53
SFIX,R 186707714
EFIX,R 186707714 186708409 696 1578.5 1146.9 3241
SSACC,R 186708410
ESACC,R 186708410 186708424 15 1575.7 1146.8 1522.4 1116.3 0.98 85
SFIX,R 186708425
EFIX,R 186708425 186709413 989 1506.7 1119.6 3237
SSACC,R 186709414
SBLINK,R 186709461
EBLINK,R 186709461 186709563 103
ESACC,R 186709414 186709599 186 1495.8 1124.0 -2.0 1273.1 23.42 814
SFIX,R 186709600
EFIX,R 186709600 186710028 429 -20.3 1183.2 3534
SSACC,R 186710029
ESACC,R 186710029 186710310 282 -24.9 1150.0 -10.3 1139.4 0.28 338
SFIX,R 186710311
EFIX,R 186710311 186710585 275 -24.1 1148.0 3830
SSACC,R 186710586
ESACC,R 186710586 186711004 419 -25.3 1155.0 145.8 365.4 12.87 317
SFIX,R 186711005
EFIX,R 186711005 186711040 36 161.0 385.1 2040
SSACC,R 186711041
ESACC,R 186711041 186711063 23 140.5 395.3 171.5 394.8 0.50 73
SFIX,R 186711064
EFIX,R 186711064 186711090 27 175.6 392.8 1985
